feature,index
first-place,12597
PV=living,1234
carolina-go,20030
FN=particles,18648
this-column,612
FN=general,4991
malaria-.,25031
PV=unveiled,26804
PV=losing,5232
the-noses,9943
around-$,19749
it-turned,20538
base-democratic,27019
tragic-reality,7592
and-people,3297
world-enshrouded,18519
PV=pointing,4660
PV=inform,16268
years-look,20645
your-rifle,26242
the-french,10858
wide-range,9
admit-101000,194
speak-to,5986
PN=looks,2471
state-supreme,14717
FN=slaves,1613
the-cuckoo,6199
FN=mind,1504
iran-over,11586
vet-that,16824
the-',5905
PN=offer,10277
FN=attractions,15282
stock-market,504
look-again,8858
not-tied,12291
google-',23624
41-yen,15710
our-pulling,25452
his-arms,27325
polarizing-issue,3592
him-because,13189
this-article,3209
has-burned,27185
announced-that,22454
FN=jobs,9114
debate-is,23840
"wild-,",25397
FN=cause,11056
"manna-,",14564
he-got,5502
it-believing,24796
PN=son,5757
economic-development,26430
PN=stephen,26613
re-getting,5025
my-early,26461
family-geared,4163
paul-robeson,6695
FN=twenties,6670
older-children,18995
FN=tenth,17157
PV=operating,4942
drop-and,4803
FN=lorre,14610
the-dscovr,18162
an-economy,9097
flight-landed,23476
some-parts,7508
an-enemy,2630
jordan-or,24666
FN=side,2567
FN=chatman,4067
a-meaningless,21624
2012-party,18075
strollers-outside,13350
howler-monkeys,25789
some-dispute,9335
FN=reception,27757
passenger-taken,26887
singing-karaoke,15597
come-up,11164
FN=driver,20450
tragedy-unfolded,16979
FN=waist,11167
facing-off,27510
---sort,3157
for-carrying,22283
of-disasters,11255
mcnulty-offered,1490
publicly-floated,12236
PN=globule,18248
the-radiant,12391
later-died,6333
FN=clients,654
PN=lagging,11643
sobering-reminder,1835
serious-downside,7338
PN=sons,999
PN=rockets,20298
PN=length,1118
dalton-got,23906
their-new,703
the-companies,14051
obama-had,11788
way-right,17726
FN=tennessee,7701
--56,17881
FN=rubio,5527
mortar-shop,15327
FN=pagan,24390
now-where,12202
that-comment,9091
FN=hashtags,21415
state-:,2742
were-reported,21088
state-.,4822
"state-,",11498
the-skin,22024
earth-looks,18221
PN=sister,979
PN=orleans,8217
"ways-,",10624
this-pain,10786
review-.,19760
their-marriage,6468
the-airport,8660
900-investigations,26011
PV=combined,18340
rental-housing,7440
to-name,15483
traveling-to,27715
suit-brought,25940
FN=almohammad,6373
FN=valley,7836
to-perform,11652
the-tube,395
to-distract,16804
independent-contractors,13983
the-courts,23995
what-looked,14374
all-to,9606
FN=penalties,19038
her-older,7650
PV=pore,24128
PV=anchored,16974
budget-deficit,26995
FN=contractors,13982
PN=tips,8544
"3-,",27186
two-teammates,21430
hillary-clinton,2702
FN=killers,10474
FN=revolution,8868
secretly-taped,24247
tornado-alerts,20872
PN=sympathizers,1873
am-not,17467
could-figure,23872
appreciation-to,7491
the-associated,17086
met-would,26205
the-comet,18469
nuclear-armageddon,26991
that-distinction,24442
"VBZ-,",4748
FN=string,837
PN=pistons,22167
through-hungary,6419
NN-'',986
for-each,22156
any-sign,20235
VBZ-:,12006
recorded-coming,6381
"feet-,",19198
PN=bills,13977
did-.”,8205
coalition-looks,25011
gonna-go,16426
damaging-to,531
PV=shifted,3708
homeowners-has,5694
but-now,27181
but-not,14549
hennepin-county,8433
the-families,13848
PN=crusade,25318
PN=plot,20734
just-minutes,7596
"easily-,""",23634
PV=reign,11820
departure-from,12036
:-RB,4836
PV=record,17928
PV=exposed,1929
a-banner,19903
make-the,1355
trade-.,7070
"trade-,",8941
million-americans,24067
the-north,18684
PV=warned,6807
FN=medicine,12115
to-join,3749
FN=complex,6861
ejected-material,18704
PV=attack,4359
you-agree,4467
FN=kayak,15508
one-point,13087
child-care,13032
PV=written,2734
"decades-,",23613
decades-.,5066
least-we,17352
PN=child,1122
government-until,20344
20-million,14039
PN=her,27670
you-swear,15205
PN=hey,20250
rescue-center,17656
turning-out,4460
i-then,24695
PN=jet,755
PN=stigma,27105
pay-taxes,7472
this-entire,15420
ak--,19092
PV=stressed,23175
PN=pick,17382
nights-and,10772
a-billion,14662
love-him,26989
republican-virtues,10111
PV=recorded,6380
production-in,26826
cross-section,10509
hear-he,6204
almost-condescending,11905
campaign-throughout,8016
aviation-tragedy,24633
FN=house,1864
give-your,1296
PN=playtime,16138
their-wares,23567
FN=inspires,15834
this-impression,22527
of-pocket,24381
FN=franchise,7271
FN=owner,25038
no-class,23942
PN=roll,25651
national-primaries,24290
FN=boat,6387
help-me,20242
now-competing,16059
s-traveled,12946
",-handing",25111
somber-break,174
political-leaders,12631
the-fans,21120
FN=nuveen,15689
PV=read,9313
FN=chaos,23953
decent-media,13915
a-moment,156
big-bucks,13335
VBZ-RBR,5272
someone-who,4579
the-fourth,11186
:-caught,13329
FN=sophistication,16028
do-agree,14861
PN=twitter,7974
vacationing-folks,14918
"me-""",6105
"me-,",3605
me-.,4178
me-),16341
been-to,13001
disappearing-.,26942
i-travel,11478
PV=slated,6919
PV=needs,276
need-intelligence,16595
wesson-walked,15818
a-substantially,7467
care-for,841
were-responsible,6774
PN=stage,4037
PN=smith,17982
FN=cuba,12402
"season-,",25780
PV=sounds,1941
FN=stab,21551
",-built",18319
pre-and,25095
it-irresponsible,3037
FN=investors,5614
the-holiday,15677
FN=star,4231
PN=fight,4740
showed-fans,21186
the-machine,27012
the-lexington,22788
separate-signed,16157
PN=heuvel,22975
FN=?',5944
final-hours,24773
PN=roadway,21954
on-november,21204
23-win,26949
PV=transform,26849
PN=strategist,15653
beat-the,6284
PV=confirmed,6781
"english-,",23164
security-threats,21837
FN=afternoon,20958
the-risk,9182
FN=product,5083
FN=chip,21644
growing-threat,9363
works-just,24814
"again-,”",26868
FN=chin,792
they-apprehend,11352
PV=turning,3879
the-proper,26153
FN=drew,19000
a-“,14041
FN=answer,12538
of-options,1199
PN=mail,26232
FN=suburbs,13490
PN=recognition,21867
the-plane,4112
"hall-,",16067
PN=leaders,7062
a-hate,19918
PV=addressed,24334
PV=rippling,27050
"dc-,",7747
a-ceasefire,25767
FN=putin,12694
PN=playbook,25138
PN=neckerchief,27687
:-IN,3696
"targets-,",19352
"tim-,",5968
FN=week,1408
"hatred-""",10720
school-on,26321
a-pedestrian,8506
school-of,26184
hatred-.,10740
re-live,12823
is-cooperating,19836
sawyer-’,21812
new-america,5012
isis-there,22928
england-',11010
be-the,3421
PV=grab,11165
they-all,27231
19-cases,16212
PN=arrangement,1331
have-carried,23284
latest-poll,24986
wage-stagnation,9699
am-inspired,19863
of-information,4783
these-are,15330
PN=equities,15687
PV=tasked,18112
of-power,25639
him-alive,26519
be-used,8109
the-heavens,18602
PN=psychiatry,13669
being-miserable,4492
VB-IN,222
big-difference,5492
PV=worked,4668
",-invited",21921
make-friends,14059
cut-expenses,20858
now-look,20245
those-11,4766
meet-with,7059
local-communities,13625
them-come,23010
i-really,6094
our-western,3082
the-outstanding,5702
FN=assembly,8503
her-out,4246
the-weekend,1535
the-moment,14129
at-bagram,4902
this-family,5992
she-needs,277
myself-and,17990
neighbor-girl,21361
be-impacted,11609
well-saying,12213
PN=correspondents,26775
FN=website,7986
great-difficulty,19101
the-remarkable,3925
his-half,24350
connie-listed,5888
PV=beat,19616
percent-in,7729
"borders-""",13464
",-both",16882
borders-.,4404
the-apex,18579
FN=mom,15313
the-apec,26431
FN=scott,7828
"portland-,",1687
cut-his,5469
heard-that,6296
FN=homeowners,5693
PN=announcer,7619
germany-is,15722
stargazers-sought,25368
in-black,24708
whether-to,17805
PN=casualties,16774
proud-working,11942
the-collection,20457
getting-at,19572
PV=drafted,23630
family-said,13562
PN=record,4817
PV=deporting,11347
FN=freedom,3362
her-stroller,18989
his-actions,7235
the-life,6066
PN=cords,23616
FN=connections,17624
NNS-VBP,13
it-people,14959
PN=fear,12522
americans-collecting,3320
NNS-VBZ,5695
this-man,8911
NNS-VBG,199
NNS-VBD,738
NNS-VBN,610
their-uniforms,13895
specifically-going,25821
FN=wide,18681
15-billion,15303
FN=olympic,21838
PN=dealin,1074
josh-mccown,22003
FN=rebels,23602
write--,6513
durst-admitted,8051
the-mass,1556
over-milwaukee,14192
were-playing,21362
teach-them,1988
an-interception,25523
having-reagan,10201
PN=community,7686
cart-designed,18994
prints-—,24811
PN=alliance,20927
"2003-,",8181
fifteen-what,15481
PN=doorway,1136
the-revolution,8869
4-percent,9095
FN=twin,8584
attack-that,4667
FN=psychiatrist,1902
PN=distance,2923
taken-at,18761
blurring-it,20500
you-who,11850
a-consequence,16519
FN=mistrust,10765
them-is,27542
their-living,27357
slip-away,23489
fund-run,22423
them-it,15068
tell-if,6570
through-this,27144
them-in,1900
give-up,27527
to-plan,20870
placed-her,918
#-cnndebate,7826
to-play,13211
affected-directly,20231
",-who",16816
of-here,2682
twenty-minutes,17776
NNPS-PRP,26121
PV=points,20427
possible-entry,26018
a-product,26202
french-intelligence,16546
with-se,3316
was-just,10775
with-so,21380
FN=reynolds,6138
PN=outwards,18241
FN=slaughterhouse,16943
view-made,18290
"EX-,",21359
PV=consist,7499
the-images,14981
the-tasks,18134
PN=cross,10507
FN=investigation,8291
wesenberg-came,22457
sticky-job,20640
their-eggs,17632
PN=documents,5853
PV=cheated,21513
PV=refinance,5696
and-early,11769
---in,5462
emotions-to,15606
PV=plans,7050
PN=threat,284
feb-.,18234
PN=crusades,13279
PN=texas,11515
FN=radicals,19273
it-political,27063
PV=props,5356
@-randpaul,7859
when-the,402
your-way,9163
the-extreme,3644
PV=combing,24446
FN=producers,14618
relief-that,11220
got-carly,13064
FN=egypt,26394
put-simpson,27465
PV=resumed,15698
capitol-hill,154
wrapped-up,25549
PN=off,3564
to-watch,4351
direct-attacks,15879
flags-falling,9835
PV=heading,3855
",-smuggled",26084
stayed-here,25389
airways-jet,756
cut-off,5292
proof-of,16247
two-miles,21079
FN=drudge,12465
PN=distributor,14315
FN=langone,15341
",-some",2263
international-children,1228
al-gore,13173
that-based,14292
went-out,15512
actually-a,19148
s-impact,6725
lower-rates,21017
FN=front,2164
.-12,7238
"charleston-,",24355
PN=massacre,1793
himself-right,14504
the-xbox,24543
FN=klaus,4923
what-many,21672
simply-looking,16272
where-it,24774
crew-escaped,27365
the-nfc,21499
the-nfl,17684
FN=barack,4670
me-it,3348
me-is,19970
so-here,15445
PN=helmets,13874
PV=switched,12013
PV=borrowing,5640
consideration-for,25354
who-ranged,820
a-table,2137
bomb-for,19460
FN=airgas,17267
he-still,23701
PV=know,2001
"paris-""",25390
arrest-warrant,13813
the-ft,19366
he-makes,12399
to-create,20887
)-am,22302
FN=un,21801
FN=shape,18663
israel-.,12199
"israel-,",7122
and-go,10561
s-difficult,6569
a-high,6893
message-tied,6084
FN=us,286
FN=up,22625
(-in,7414
use-my,4051
a-mile,20653
PN=blood,22481
includes-images,18747
southern-new,8101
were-created,11545
forensic-activity,9475
a-mexican,11268
quickly-reproduced,8250
a-champion,7956
ted-cruz,22779
out-talking,11686
the-whole,24157
the-dissolution,6467
PN=presidents,24738
what-you,12553
"sex-.""",22097
PV=weighed,16468
essential-tool,3655
in-paris,702
JJ-:,2752
the-brain,25916
the-arizona,19117
JJ-.,10943
"JJ-,",3893
the-possibility,599
PN=durst,8031
his-answers,25895
fear-here,15382
her-going,24366
PV=control,2430
some-said,23265
was-diagnosed,20460
PN=computer,9218
was-found,8113
"transunion-,",20437
FN=ourselves,12017
of-midnight,14926
pick-them,6073
FN=brett,20845
to-sneak,24789
PN=pickup,20992
premium-is,15053
another-.,4863
to-accept,26110
PV=credited,8063
thank-your,3819
a-homey,10506
there-attacking,22576
s-probably,25042
FN=crew,9336
imagine-what,1910
from-getting,25861
",-france",22329
of-voters,25322
FN=chelsea,4776
walk-away,9030
;-cronkite,27163
in-2003,6339
in-2007,25966
in-2006,23080
these-so,24032
PN=milestones,26664
who-seems,5517
PV=matters,3305
existence-for,24078
PN=display,4015
",-democrat",11683
all-wagering,14733
requires-cities,11315
PV=acquiring,7474
we-ought,3009
PN=pain,20058
FN=compliance,23590
there-donald,25884
very-concerned,16646
schiller-.,18896
"schiller-,",18908
PV=reported,1553
000-investors,23896
“-grey,14163
costa-rica,13368
han-solo,6168
can-happen,24762
the-suspects,17653
some-powerful,10335
fun-just,25500
PV=poses,21767
march-26th,14521
fannie-and,27248
PV=posed,10922
are-apoplectic,16935
your-agenda,25222
minutes-away,12170
PN=thunderstorms,18211
the-marveled,20274
bomb-right,9514
PN=fault,11337
more-time,10795
he-committed,26628
we-also,26518
a-blessing,15842
options-are,9455
do-and,21202
the-podium,9988
FN=taa,22860
margin-orders,12009
have-existed,24496
these-girls,1261
years-ago,2522
FN=tax,7359
FN=damaging,530
FN=grandmother,9592
FN=processes,17935
been-shocking,9334
PV=floated,12235
FN=gratification,14726
airs-today,3911
FN=ferguson,21778
terrorists-went,16938
PV=given,9338
PN=paper,10190
does-seem,25694
FN=anderson,6113
foxes-and,17228
FN=social,9705
jeans-and,12295
the-match,26350
PN=emotions,21668
kicked-him,25414
police-following,7239
and-falling,25107
to-point,3436
PN=treatment,18067
s-campaign,22873
and-out,10934
the-minimum,9700
ll-sort,22596
FN=cotto,23652
PN=operation,25253
"melt-,",14057
islamic-state,5157
44-miles,12360
infrared-light,18444
FN=future,4691
",-first",9819
FN=hidden,17508
hilton-hotel,10370
a-professor,8723
of-rentals,7448
national-interests,5210
nests-since,17578
about-whether,13282
PN=course,2888
FN=lines,17561
PV=supported,22907
PN=cambridge,27621
received-information,23268
this-test,25930
walked-away,9025
the-choice,12731
top-priority,6954
mattel-',16131
time-want,9119
not-comfortable,11144
pregnancy-–,23101
soared-tuesday,17251
FN=explosion,18335
for-loans,5715
a-daring,4183
somebody-else,4054
PN=thousands,2477
insights-and,21765
killing-nicole,18956
enough-over,7526
FN=movies,20969
PN=hilton,10368
or-near,17884
FN=security,782
iran-and,3110
taking-place,20679
services-included,17795
PN=holm,24429
most-threatened,22848
PN=hole,18550
PN=hold,11604
have-risen,13428
2007-and,13162
PN=griezmann,23227
was-reelected,3252
he-went,6417
s-swinging,4305
PN=actor,6062
FN=replacement,24439
VBN-VBG,1337
there-were,22352
PN=girl,913
his-reign,6051
serious-bodily,6501
FN=drawer,10192
it-seemed,25203
after-something,26525
PN=talkathon,2837
FN=fisher,23736
FN=tourist,17587
FN=decades,5053
an-alibi,13839
PV=stacked,18306
is-taken,24269
one-message,19840
sunday-.,7668
"sunday-,",7159
now-talking,9565
to-learn,20112
have-acted,19984
former-stanford,27575
14-years,4933
with-his,24780
with-him,3341
was-honored,16961
slash-sugar,15201
time-;,2669
the-players,13958
2013-and,11858
time-.,5225
"time-,",2996
to-fly,20051
megan-puleri,22791
graswald-set,25677
FN=mccarthy,25593
slavery-is,5395
her-two,14880
somebody-was,10669
to-make,5151
PN=district,3569
searching-for,7622
right-up,23997
gallery-powered,23561
the-audience,10293
PN=automobile,3889
paris-we,27295
is-happy,22956
PN=reminder,1834
FN=dynasty,25210
PN=hearts,19955
FN=uniform,13880
FN=combination,23665
roughly-49,5466
",-measures",23052
missing-a,26402
transportation-.,18991
are-individuals,13643
sponsorship-and,22293
just-packing,11416
FN=afghans,4896
",-formed",18403
stage-and,17465
PN=sake,12062
re-almost,2665
FN=trade,4253
the-euro,12011
defend-things,22681
FN=relationships,8875
the-shower,21495
PN=button,6041
FN=enthusiasm,11765
FN=recalls,15267
you-is,2974
saying-go,25228
key-provisions,2844
PV=move,2805
the-exception,20102
the-williams,18753
you-in,20285
PN=sort,2677
FN=command,25244
PV=vented,24281
that-actually,13000
PV=drew,22505
sunday-sermon,27454
FN=nature,18205
become-known,10077
they-were,8680
respond-.,4208
the-book,6124
FN=brother,1481
about-all,3168
.-NNP,9378
.-NNS,4985
now-digging,25361
i-streamed,27072
isis-communications,17734
jeb-bush,2985
the-community,7687
were-driving,22359
brett-',20851
the-series,10732
dotted-mostly,7141
going-ahead,20232
brett-.,20846
"FN=,”",6289
FN=eyeglasses,15301
she-said,16441
hoover-early,24136
wanted-me,9882
it-i,17169
they-took,25504
comment-to,6788
a-case,3027
the-alleged,6789
FN=squads,27556
FN=doll,21367
PN=™,21052
with-refugees,22769
PN=counter,21247
it-',16137
"it-,",1972
it--,22133
it-.,1934
more-troops,16904
FN=raid,4855
it-?,2506
FN=rain,20523
this-table,3793
the-critics,8282
drawn-together,18461
defend-your,22623
PN=underdog,17125
and-understanding,24109
police-calling,24793
is-engaged,16390
PV=posted,6890
a-french,18623
they-come,26510
PN=breach,10591
PN=voices,5988
that-excellent,23475
authorities-believe,13804
PV=wagering,14732
FN=everybody,13164
"raqqah-,",12312
plated-lamborghini,26844
FN=figures,27539
reagan-’,10215
had-adopted,5904
these-attacks,16046
IN-DT,298
",-written",9309
wage-war,25455
quick-read,5179
paris-last,10734
to-break,14403
PV=start,2191
could-slip,27272
get-along,12561
PV=flourishing,1303
civil-case,25947
a-due,24885
being-surrounded,11174
NN-DT,23
FN=family,878
FN=stamps,8251
certain-points,15459
carry-the,11385
no-editor,11106
",-tweeted",15744
FN=lpr,20386
",-inspired",5605
totally-cooperated,4809
FN=argue,24709
--americans,22662
FN=hubble,18279
"milestones-,",26665
PV=remembered,8256
the-arrest,16271
have-fought,22688
those-efforts,17183
re-screened,728
of-trump,22485
buy-or,7419
gold-standard,4252
to-matt,25475
a-blue,18779
PN=vision,4693
an-editor,11104
FN=fingertips,20439
PN=message,794
JJS-VBN,16862
"tracy-,",25380
major-ground,4892
he-returned,1507
brought-along,17610
mean-look,14666
PV=listening,4493
FN=emwazi,13771
to-capture,26237
the-trooping,27643
20-times,18375
was-done,18532
enable-people,7372
a-history,830
going-up,24994
to-smartphones,16640
stop-them,8838
used-encryption,8286
our-campaign,7990
visited-expected,8885
presenting-themselves,16762
the-establishment,5577
consumer-privacy,22254
the-hart,967
barbie-saying,16135
of-values,24125
visitors-monday,23366
filament-ripped,18331
sanders-was,22655
these-insane,19515
games-to,13888
a-license,20424
PN=dna,16180
PN=dnc,7740
---i,3397
scribble-frantically,10446
are-refusing,219
congresswoman-marcia,2256
PN=ground,2489
wembley-stadium,23296
be-borne,11339
FN=emperor,1516
being-the,5287
FN=complaints,16395
subjects-–,12
PV=monitored,20801
---this,11691
their-last,16043
FN=pretty,13989
is-why,25892
PN=premium,15052
states-is,2900
the-killers,10475
both-of,11026
one-is,21203
to-deepen,17893
fivethirtyeight-.,7769
fivethirtyeight--,7712
ruin-their,9277
FN=morals,17323
FN=desk,8127
one-in,4714
s-trying,5330
real-concerns,23155
knots-.,11461
PN=drop,12103
boot-.,7477
PN=diabetes,15183
PV=complained,14455
the-11,7064
the-10,15706
people-all,4470
other-direction,19582
a-call,9611
somebody-',20249
PN=plates,789
"somebody-,",20455
somebody-.,3022
re-asking,10753
PN=ball,27430
her-eyes,21573
that-out,13153
the-downing,16601
silence-and,22365
that-issue,5361
VBN-WP,25808
comey-talks,19331
a-pro,3634
"produce-),",15210
an-0,21528
try-this,15468
",-at",26587
"an-""",26172
watch-tv,24548
re-at,18180
PN=joseph,21759
30-years,633
allowing-the,13433
bernie-sanders,4610
feeling-cheated,21510
all-planned,16565
him-over,11301
deadliest-attacks,19305
and-laid,21514
local-health,14819
"""-knife",5015
fill-a,7171
there-because,25312
FN=generals,16912
fbi-testified,25863
PN=boost,27017
FN=latinos,25477
things-over,25616
delete-them,14768
baltimore-coming,24954
FN=evangelicals,4375
PN=plays,20145
2012-and,23334
PRP-(,27153
PN=restaurants,2108
that-threats,17237
main-street,14503
"PRP-,",1946
committed-atrocities,19993
RB-TO,14920
FN=host,21737
FN=rooms,15164
PN=dc,7746
been-found,17954
FN=annapolis,19214
FN=venue,16039
"""-button",6042
clouds-of,18415
were-herded,25846
FN=announcement,8889
FN=murderers,20491
equivalent-of,22725
good-run,4719
PN=deshchytsa,21830
PN=monday,19692
PN=enrollment,14473
t-worry,3193
s-even,21451
PV=frozen,23781
the-authorities,19934
FN=x,1448
FN=w,2861
create-his,10620
FN=u,1624
FN=t,2877
FN=s,16075
FN=p,8721
FN=o,6230
FN=l,2044
FN=j,5253
FN=f,4908
FN=e,14813
FN=d,1776
FN=c,15978
those-feelings,1885
FN=a,7201
doing-so,7023
FN=],5762
FN=[,21467
FN=blanket,12378
of-handcuffs,8441
me-about,15813
PV=producing,1609
FN=@,7583
january-attack,25779
often-respond,19204
getting-swept,19642
FN=/,14875
"1998-,",874
PN=visits,1573
FN=%,8567
"FN=""",21
real-concern,16633
good-as,10434
connected-nerves,13305
england-and,21619
disastrous-conditions,19223
PN=while,25980
FN=lovelock,18964
turkey-this,16470
t-heard,13840
budget-discipline,2931
people-were,23500
PV=tied,6083
identified-abdeslam,13819
PV=meaning,10355
out-running,19511
PN=avenue,10264
the-attractiveness,14026
and-figured,20867
at-speeds,12359
still-living,1235
PN=passenger,771
FN=justice,8092
FN=specialists,13608
on-our,15125
biographic-screenings,13593
FN=second,27778
today-raced,27297
mexico-very,14785
the-back,3938
PV=come,905
PN=twins,5842
started-right,4677
but-come,25341
of-atrocities,22933
debt-unnecessarily,21035
has-fallen,422
to-compete,3471
manna-on,14499
they-blocked,19693
PV=becoming,22565
FN=policing,24945
himself-proposed,11862
and-found,17151
health-editor,8550
DT-CC,13691
PN=face,7270
DT-CD,1027
my-advisers,9881
FN=westminster,27747
PN=fact,4279
PN=oxides,27319
a-headache,24820
ink-but,11100
JJ-NN,10
conspiracy-theories,12441
PN=confederate,9763
near-impossibility,10383
from-overnight,13473
planck-will,18772
PN=turtles,17574
PN=intent,10956
really-cool,4489
FN=coaches,21476
—-elastic,20831
to-drinking,7250
PN=kids,2029
FN=tuesday,9264
thanksgiving-two,14101
go-global,10958
FN=democrat,16923
a-pow,19120
PV=quick,11391
dec-.,18237
PN=away,14096
in-cleveland,2200
PN=ideology,2585
talks-days,21755
movie-references,10607
see-the,9801
"candidate-,",3782
an-average,7727
local-authorities,11276
study-infants,18093
--donald,25887
mosul-in,25263
new-clinton,24616
but-sort,9663
not-get,27275
was-thrown,25232
):-made,23881
top-u,23224
FN=ruins,2461
achieve-is,16418
the-treatment,25104
FN=post,15158
send-them,26610
FN=santorum,20069
five-decades,25036
is-scrawled,19726
were-watching,1956
“-season,8329
we-stopped,20895
divisional-.,21226
them-go,27534
minimally-invasive,22090
FN=capitol,152
PN=debts,25992
november-.,11855
PN=chlorine,3117
a-break,19606
PN=smile,10395
united-we,20278
PN=cost,3608
location-information,20441
VBZ-DT,9169
FN=national,4089
to-become,16999
the-window,10186
"donna-,",24095
again-rebuffed,24620
their-three,23528
his-command,25245
PV=giving,15334
the-conditions,7394
into-an,25051
to-climb,20502
PN=faith,1639
six-months,510
conflicting-reports,23803
has-felt,27240
s-headlines,6206
got-better,26049
CD-WRB,25333
PN=airpower,5113
PN=email,2764
PN=horrific,11263
that-video,11846
FN=malaria,25030
says-that,23351
been-trolling,20126
"160-,",18369
has-taken,18439
the-exact,23250
the-hispanic,27164
PN=seatbelt,27016
PN=sidney,2753
PV=shelling,13332
PN=engineers,14022
labor-…,26724
divided-roughly,13640
plots-consistently,16511
the-reporting,16957
where-',6074
"where-,",11025
all-cylinders,9711
take-to,2358
extensive-interview,8083
PV=racing,3916
relocate-frequently,7490
is-problem,20041
of-fight,5516
indian-ocean,17819
the-agent,21711
say-it,21461
say-is,9712
PV=ending,16037
1984-.,663
top-.,16430
PN=deregulation,11793
hi-alan,21164
using-a,22075
adopted-daughters,1107
FN=shootings,6445
PV=deterred,14701
jihadists-from,2592
PN=scenes,11978
delisting-of,22419
bridgegate-a,22839
FN=get,14432
panel-as,17829
PN=water,12486
FN=dan,15414
threats-.,2999
FN=comment,8540
PN=prison,3577
this-stumble,26273
---they,4789
political-process,17206
wisconsin-this,11673
FN=documents,6378
my-office,8213
PN=funds,26593
something-like,2055
organizing-principle,11400
congress-to,3029
industrial-gases,17266
our-office,12746
FN=raqqah,12311
FN=server,2792
not-pulling,19219
FN=ecstasy,15949
press-turned,24319
going-undercover,14301
a-protracted,27404
push-them,25305
what-snapchat,14759
NNS-MD,16244
kind-of,10661
50-%,13637
PV=cashing,7536
would-get,24341
flee-with,8224
FN=silence,157
these-days,799
PV=flowing,23293
right-after,13519
---looked,23446
bad-ones,4439
a-particular,1640
FN=water,12484
FN=figure,25494
five-miles,14976
firearms-away,19477
FN=awards,20191
VB-WRB,1279
being-happy,10807
40-livestream,6578
PN=sonia,21808
handles-calls,15262
the-struggle,8429
their-penthouse,8142
have-cordial,8950
to-think,2038
FN=nightline,10643
DT-NNP,32
PN=republique,20527
PV=extended,3051
i-figured,21335
PN=extreme,7949
PN=opportunities,13033
had-talked,16558
his-memorabilia,6146
her-interrogation,20715
that---,17446
t-believe,5544
t-steal,14514
PV=gave,5770
even-meet,3121
FN=show,4630
FN=shot,8438
paying-more,27781
so-long,5831
the-members,1863
from-him,27550
a-tip,8154
the-vatican,13241
t-agree,5534
length-before,18042
can-go,20132
call-him,22598
i-had,2383
her-father,9308
at-manna,14501
",”-out",14118
FN=packages,15154
somehow-came,24135
start-talking,12678
donors-from,16760
being-worked,17215
it-what,6150
a-preview,26620
12-years,9152
PN=slaves,1615
PN=musicians,21661
some-justification,19909
mortgages-dropped,5668
PN=stars,18302
PN=start,1298
stunning-turn,2941
computer-glitches,9366
PN=foley,13763
friday-...,4358
jesse-cruz,25152
FN=abdication,25395
PV=exploding,25118
being-serious,7883
you-lived,20004
clinton-handing,21745
move-some,8018
gone-in,17427
to-act,1189
"comment-,",19025
mrs-.,5914
facebook-asking,5856
because-violence,2274
getting-sick,8566
PN=partner,21048
your-name,24292
PV=seeing,2247
FN=international,18255
henry-fonda,10055
to-talk,1896
be-his,10409
data-easily,15750
",-men",19292
FN=fact,987
PV=cycling,27720
PN=followers,10654
FN=arizona,19116
in-his,24898
for-bernie,11200
chatman-university,4068
PN=task,2277
now-let,25763
---at,11785
you-hear,19911
her-movie,21180
voters-struggle,11957
PV=catapulted,6177
---as,16927
no-fear,12523
the-backlog,16232
inside-track,9868
he-continued,5815
possible-drive,15380
state-came,27424
like-shape,18666
and-beautiful,13950
contenders-coming,26107
cleveland-across,2319
PV=filming,15284
FN=harts,1237
purposes-of,16721
their-umbrella,21994
expressed-happiness,9350
might-be,9604
depth-bombs,15100
after-starting,14288
this-time,5585
ending-the,24463
zeroing-in,13487
take-ramadi,2448
chandelier-hovers,10418
PV=seeming,1808
into-afghanistan,27129
ten-days,15548
job-tapping,27131
PN=wrong,27139
it-comes,692
most-major,21232
search-warrant,24912
italian---,12093
america-.,3073
these-categories,551
FN=hardliners,8822
senator-tom,19555
american-killed,4614
year-for,5205
from-people,23422
been-compared,10570
those-companies,11574
PV=delete,14767
",-only",452
our-committee,11946
PN=speak,3705
PV=help,17742
PN=shut,13654
FN=offices,26574
FN=officer,21791
PN=today,2206
pena-came,17874
stage-last,13093
to-need,22912
FN=bell,17448
what-will,10076
"kerry-,",12260
NNS-RB,521
man-sleeps,2126
more-kids,27206
FN=smiley,6630
NNS-RP,1162
",-so",11659
---compensated,19453
that-rolled,25357
"maine-,",1689
class-to,20465
guys-like,23679
is-laying,22855
FN=etsy,20839
the-negotiations,19408
mostly-out,8183
cremations-handled,20796
PN=from,2726
PV=add,16654
europe-has,6348
be-made,20024
"it-?'""",6256
of-rhetoric,294
PN=everybody,11506
FN=yorkers,14699
PN=villain,10472
i-follow,27033
FN=lessons,5125
agents-benefit,20414
a-boardroom,9011
"it-?""",19744
locations-all,23434
"soured-,",6331
and-protect,1383
i-need,20974
working-group,17218
FN=mr,4383
)-is,15618
suitable-for,21143
FN=my,1725
of-conversations,23235
PN=patterns,26504
makeshift-memorials,24605
):-collecting,3947
FN=documentary,6319
PV=mentioning,13702
craig-cobb,7088
with-those,2982
the-control,16746
FN=votes,10286
you-take,2022
"percent-,",24981
FN=deduction,7366
amy-klobuchar,21331
t-see,24939
PV=targeted,6744
